,web-scraper-order,web-scraper-start-url,pagination,pagination-href,price,kunstenaar,beschrijving,image-src,url,detail_page,detail_page-href,height_painting_cm,width_painting_cm,condition,technique,signed,framed,height_frame_cm,width_frame_cm,period,style,subject,name,file_path
180,1607957744-3786,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",155,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1848&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Henk Valstar (1929-2015),"Groot, pasteus werk door
Henk Valstar.  Olieverf op doek, gesigneerd
rechtsonder, in eenvoudige
houten lijst. 
In zeer goede conditie.
Afmetingen:
152cm x 52cm (incl. lijst), 150cm x 50cm (doek)
Bij
aankoop moet het werk bij voorkeur worden opgehaald in Diemen (vlakbij het
kantoor van Kunstveiling in Amsterdam Z-O).  De termijn voor ophalen is zeer ruim,
m.a.w. de koper kan het werk eventueel weken of zelfs maanden later ophalen en
het zo mogelijk combineren met een bezoek aan Amsterdam voor andere zaken.
Verzending
per Swift Koeriers is eventueel mogelijk in overleg (alleen in Nederland en België).",https://images.kunstveiling.nl/tmp-55c7eea39f8caa7a8ee6289850d9d10e-henk-valstar_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/geometrisch-abstract-olieverf-op-doek-ingelijst-groot/288207"",",Bekijk item,https://www.kunstveiling.nl/items/henk-valstar-geometrisch-abstract-olieverf-op-doek-ingelijst-groot/288207,50.0,150.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,52.0,152.0,1945 t/m 1999,Modern,Abstract,"Henk Valstar - Geometrisch abstract, olieverf op doek (ingelijst, groot)",..\data\0180.png
181,1607952588-1547,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",305,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3648&q=filter&limit=12&status=sold&sort=enddate,d",495.0,Marius de Jongere (1912-1977),"C345
Kunstenaar: M. de Jongere
Titel: Landschap met molens langs het water
Techniek: olie op doek
r.o. gesigneerd
Lijst: 79 x 59
Doekmaat: 61 x 40,5
Staat: licht oppervlaktevervuiling door de tijd, licht vergeelde vernis, licht craquelevorming in de lucht.
Staat lijst: ornamentlijst uit de tijd met wat stootschade, rechts mist deel van ornament. 

Verzending mogelijk. Of op te halen  op onze locatie in Nieuwersluis. 
Voor meer informatie over de conditie kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-c3b7a8d5e0de336992204b8e89b79a11-blob_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/landschap-met-molens-langs-het-water/237600"",",Bekijk item,https://www.kunstveiling.nl/items/marius-de-jongere-landschap-met-molens-langs-het-water/237600,61.0,40.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,79.0,59.0,1945 t/m 1999,Realistisch,Landschap,Marius de Jongere - Landschap met molens langs het water,..\data\0181.png
182,1607956169-3104,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",80,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=948&q=filter&limit=12&status=sold&sort=enddate,d",165.0,Arnold Smith (1905-1995),"Mooi schilderij van Arnold Smith. Stilleven met fruit. Signatuur niet helemaal duidelijk, maar gegarandeerd authentiek. Aan de achterzijde beschreven met toenmalige adres van de kunstenaar. Voorzien van de originele lijst.",https://images.kunstveiling.nl/tmp-3a95bee34d9e894b4dedb95da46f2b53-arnold-smith_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/stilleven-met-fruit/309561"",",Bekijk item,https://www.kunstveiling.nl/items/arnold-smith-stilleven-met-fruit/309561,26.0,33.0,Goed,Olieverf,Handgesigneerd,Ingelijst,40.0,47.0,1900 t/m 1944,Impressionistisch,Stilleven,Arnold Smith - Stilleven met fruit,..\data\0182.png
183,1607954278-2283,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",89,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1056&q=filter&limit=12&status=sold&sort=enddate,d",395.0,Prosper De Troyer (1880-1961),"Zeer kleurrijk olieverfschilderij.
Krachtig geschilderd.
Mooie lichtinval.
Prachtig ingelijst.
Handtekening links onderaan.
De kader wordt er gratis bijgeleverd.
Bekende kunstenaar, vertegenwoordigd in verscheidene musea.",https://images.kunstveiling.nl/tmp-3c5125678202a3603bb0fc150509a2f7-prosper-de-troyer_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/bloemen/306504"",",Bekijk item,https://www.kunstveiling.nl/items/prosper-de-troyer-bloemen/306504,61.0,50.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,70.0,58.0,1900 t/m 1944,Romantisch,Bloemen en Planten,Prosper De Troyer - 'Bloemen',..\data\0183.png
184,1607956944-3439,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",112,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1332&q=filter&limit=12&status=sold&sort=enddate,d",396.0,Robert Savary (1920-2000),"Karakteristiek Parijs
stadsgezicht van de Franse kunstenaar Robert Savary, de Sacre-Coeur gezien
vanaf de Place du Tertre.  Olieverf op
doek, gesigneerd rechtsonder, in overdadige/nette/mooie lijst, afhankelijk van
je smaak.  In zeer goede conditie.
Afmetingen: 87cm x 77cm
(incl. lijst), 65cm x 54cm (doek)
Bij aankoop moet het
werk liefst opgehaald worden in Diemen (vlakbij het kantoor van Kunstveiling in
Amsterdam Z-O). 
De termijn voor ophalen is zeer ruim, m.a.w. de koper kan het
werk eventueel weken of zelfs maanden later ophalen en het zo mogelijk
combineren met een bezoek aan Amsterdam voor andere zaken.
Bezorgen
met Swift Koeriers is eventueel mogelijk in overleg (alleen in Nederland en
België).",https://images.kunstveiling.nl/tmp-b81fd5e1e67732ff3e56f94ba54ce473-axel-de-savornin-lohman_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/sacre-coeur-olieverf-op-doek-ingelijst/298976"",",Bekijk item,https://www.kunstveiling.nl/items/robert-savary-sacre-coeur-olieverf-op-doek-ingelijst/298976,65.0,54.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,87.0,77.0,1945 t/m 1999,Modern,Stadsgezicht,"Robert Savary - Sacre-Coeur, olieverf op doek (ingelijst)",..\data\0184.png
185,1607959190-4413,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",223,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2664&q=filter&limit=12&status=sold&sort=enddate,d",1675.0,Willem Weissenbruch (1864-1941),"Een prachtig aanzicht van bruggetje aan vaart van de Nederlandse kunstenaar Willem J. Weissenbruch (1864-1941).
 Mooi gelijst. Gesigneerd linksonder. Afmetingen met lijst: 38 cm. x 48 cm. Doekmaat: 25,5 cm. x 35,5 cm. Conditie doek: goed. 


Over hemzelf:


Den Haag 1864-1941 Bloemendaal (Aerdenhout) De kunstschilder 
Willem J. Weissenbruch werd geboren in 1864 te Den Haag. Willem 
Weissenbruch, zoon en leerling van de Haagse-Schoolschilder H.J. 
Weissenbruch, trad wat stijl en onderwerpkeuze betreft in de voetsporen 
van zijn vader. Hij schilderde landschappen met water en haven- en 
strandgezichten, waarvoor hij inspiratie opdeed in en rond Den Haag. Ook
 woonde hij geruime tijd in De Kaag, Noorden, Nieuwkoop en het Gooi. 
Verder vervolgde hij zijn leerschool aan de Academie te Den Haag o.l.v. 
Fridolin Becker.Het werk van W.J. Weissenbruch is herkenbaar aan de voor
 hem zo karakteristieke losse impressionistische stijl. W.J. 
Weissenbruch gaf o.a. les aan Jack Aue en K. Heeman. Diverse musea bezitten werk van deze kunstschilder in hun collecties. Info: o.a.  Scheen, Benezit en rkd.",https://images.kunstveiling.nl/tmp-c0780eb34954c091cfaff23129a6d99d-willem-weissenbruch_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olie-op-doek-bruggetje-aan-vaart-gesigneerd/265210"",",Bekijk item,https://www.kunstveiling.nl/items/willem-weissenbruch-olie-op-doek-bruggetje-aan-vaart-gesigneerd/265210,25.0,35.0,Goed,Olieverf,Handgesigneerd,Ingelijst,38.0,48.0,1900 t/m 1944,Klassiek,Landschap,"Willem Weissenbruch - olie op doek, bruggetje aan vaart, gesigneerd",..\data\0185.png
186,1607955982-3023,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",63,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=744&q=filter&limit=12&status=sold&sort=enddate,d",250.0,Henricus Johannes Melis (1845-1923),"Fraai schilderij van Henricus Johannes Melis (1845 - 1923). Het werk zit in een grote, klassieke lijst. 
LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.

Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur.Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.Volgrecht: Voor werken met een totale prijs (inclusief veilingkosten maar exclusief BTW) boven de 3000,- euro, is het wettelijk Volgrecht van minimaal 4% van toepassing. Het volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de vastgelegde bepalingen.",https://images.kunstveiling.nl/tmp-29169afed46300e1c77d3c198ca3effa-henricus-johannes-melis_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-boslandschap-met-figuur-ingelijst/309487"",",Bekijk item,https://www.kunstveiling.nl/items/henricus-johannes-melis-olieverf-op-doek-boslandschap-met-figuur-ingelijst/309487,74.0,36.0,Goed,Olieverf,Handgesigneerd,Ingelijst,74.0,64.0,1900 t/m 1944,Klassiek,Landschap,"Henricus Johannes Melis - Olieverf op doek, Boslandschap met figuur - Ingelijst",..\data\0186.png
187,1607953148-1791,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",235,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2808&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Piet Rackwitsz (1892-1968),"Piet Rackwitsz (Rotterdam 1892 - 1968 Den Haag) woonde en werkte in Den Haag, na 1902 in Laren (NH), en trok enkele jaren door Amerika, te weten Boston en New York, Hollywood en Pasadena. Rackwitsz was autodidact.
Hij schilderde, tekende en etste landschappen, interieurs en stadsgezichten. Hij was mede oprichter, directeur van en hoofdleraar schilderen aan het Hollywood Art-Institute (Hollywood, Californië). Aangeboden dit fraaie landschapsschilderij (49x40cm) in goede staat, incl. lijst is de afmeting 61x51cm. Schilderij is altijd in familiebezit geweest.",https://images.kunstveiling.nl/tmp-f3748c8dfd2f350fef82fd354e179690-piet-rackwitsz_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/schilderij-landschap-piet-rackwitsz/266952"",",Bekijk item,https://www.kunstveiling.nl/items/piet-rackwitsz-schilderij-landschap-piet-rackwitsz/266952,40.0,49.0,Goed,Olieverf,Handgesigneerd,Ingelijst,51.0,61.0,1900 t/m 1944,Klassiek,Landschap,Piet Rackwitsz - Schilderij landschap Piet Rackwitsz,..\data\0187.png
188,1607957113-3512,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",118,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1404&q=filter&limit=12&status=sold&sort=enddate,d",1450.0,Herman Brood (1946-2001),"Prachtig werk van Herman Brood.
Werk verkeert in zeer mooie conditie alsmede de mooie lijst.",https://images.kunstveiling.nl/tmp-a8b424697aed5a22670a411ee3d1b786-herman-brood_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/autoracer/300695"",",Bekijk item,https://www.kunstveiling.nl/items/herman-brood-autoracer/300695,60.0,60.0,Zeer Goed,Spuitbus,Handgesigneerd,Ingelijst,76.0,76.0,1945 t/m 1999,Modern,Figuren,Herman Brood - Autoracer,..\data\0188.png
189,1607959760-4660,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",251,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3000&q=filter&limit=12&status=sold&sort=enddate,d",325.0,Cor Bouter (1888-1966),"Hollands landschap (Haagse School) geschilderd in olieverf door schilder C. Verschuur, pseudoniem voor Cor Bouter.
Zijn werken  waren erg gewild,  Hollandse landschappen met koeien en schapen, Interieurs met moeder en kinderen en Stadsgezichten.

Cor W. Bouter woonde en werkte voornamelijk in de omgeving van Gouda, Voorburg en Den Haag en was de broer van schilder Piet Bouter.

Cornelis Bouter werkt in olieverf, vaak  werden zijn werken onder een pseudoniem geschilderd: C. Verschuur, C. Hendriks, C. Willems en A.J. van Eijbergen, ze stonden allemaal voor een man, Cor Bouter.
Het schilderij is recentelijk schoongemaakt en van nieuwe vernislaag voorzien.
Schilderij heeft een mooie bijpassende klassieke lijst, geheel verkeert in goede staat (zie foto's).
Verzending:
Het geheel wordt zorgvuldig verpakt, aangetekend met track & trace.
Verzendkosten voor koper, Nederland € 20,- ; België € 30,- overige landen binnen EU € 45,-
Landen buiten EU volgens afspraak met koper.",https://images.kunstveiling.nl/tmp-efff400a119fc88aae244590139746c1-cor-bouter_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/1888-1966-herderin-met-schapenolieverf-opdoek-signatuur-l/250448"",",Bekijk item,https://www.kunstveiling.nl/items/cor-bouter-1888-1966-herderin-met-schapenolieverf-op-doek-signatuur-l/250448,30.0,40.0,Goed,Olieverf,Handgesigneerd,Ingelijst,50.0,60.0,1900 t/m 1944,Klassiek,Landschap,"Cor Bouter - (1888-1966) - ""Herderin met schapen""- Olieverf op doek - Signatuur L.",..\data\0189.png
190,1607959694-4631,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",253,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3024&q=filter&limit=12&status=sold&sort=enddate,d",375.0,Salomon Garf (1879-1943),"S GARF
STILLEVEN MET KRUIKOLIEVERF SCHILDERIJ IN DE MAAT 50 X 70 CMgesigneerd RECHTS ONDER en op ACHTERZIJDEZEER FRAAIE GEKADERD IN  ANTIEKE LIJST IN DE MAAT 66 X 85 CMBIJZONDER SCHILDERIJlijst heeft kleine randschade",https://images.kunstveiling.nl/tmp-a98ca29f65a002c2d5627e2ae83f8d41-salomon-garf_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/stilleven-met-kruik-en-droogbloemen/258961"",",Bekijk item,https://www.kunstveiling.nl/items/salomon-garf-stilleven-met-kruik-en-droogbloemen/258961,70.0,50.0,Goed,Olieverf,Handgesigneerd,Ingelijst,90.0,70.0,1900 t/m 1944,Realistisch,Stilleven,Salomon Garf - STILLEVEN MET KRUIK EN DROOGBLOEMEN,..\data\0190.png
191,1607953581-1979,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",179,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2136&q=filter&limit=12&status=sold&sort=enddate,d",240.0,Xeno Munninghoff (1873-1944),"X. Munninghoff, boerderij in weids landschap, olie op doek, r.o. gesigneerd, doekmaat 40x60, lijstmaat 55.5x74.5.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-b9df3dfcee88ba7da5083d3206a1444a-xeno-munninghoff_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4021-boerderij-in-weids-landschap/275203"",",Bekijk item,https://www.kunstveiling.nl/items/xeno-munninghoff-c4021-boerderij-in-weids-landschap/275203,40.0,60.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,55.0,74.0,1900 t/m 1944,Impressionistisch,Landschap,Xeno Munninghoff - C4021 - Boerderij in weids landschap,..\data\0191.png
192,1607960100-4808,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",274,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3276&q=filter&limit=12&status=sold&sort=enddate,d",160.0,Rene van der Meulen (1940),"Gemengde techniek waaronder olieverf en collage op doek. 

Oorspronkelijke galerieprijs: € 870,00



LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.



Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels. 
BTW: Alle genoemde bedragen en het bedrag dat u biedt zijn inclusief BTW. Voor zakelijke kopers is de BTW eventueel aftrekbaar over de gehele factuur (eindprijs, toeslag en verzend-/bezorgkosten).
Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden. 
Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.
Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur. 
Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.


Administratieve code:
QQTL",https://images.kunstveiling.nl/tmp-188df9a98419345a32772581b8b3d807-rene-van-der-meulen_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gemengde-techniek-op-doek-vroegenanacht-ingelijst/255590"",",Bekijk item,https://www.kunstveiling.nl/items/rene-van-der-meulen-gemengde-techniek-op-doek-vroege-nanacht-ingelijst/255590,40.0,30.0,Zeer Goed,Gemengde Techniek,Handgesigneerd,Ingelijst,43.0,33.0,1945 t/m 1999,Expressionistisch,Figuren,"Rene van der Meulen - Gemengde techniek op doek, Vroege Nanacht - Ingelijst",..\data\0192.png
